med_display_name,rxnorm_concat,med_dose_unit_desc,ingredient_concept_id,variable_name
furosemide (LASIX) injection 140 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) 600 mg in 0.9 % NaCl 150 mL infusion,| 313002 | 727575 |,mg/hr,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 10 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 314076 |,tablet,1308216,aceis_arbs
atorvastatin (LIPITOR) tablet 30 mg,| 617310 |,mg,1545958,aceis_arbs
"valsartan (DIOVAN) 160 mg, hydroCHLOROthiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 349201 |,mg,1308842,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) oral liquid 25 mg,| 197770 |,mg,974166,aceis_arbs
telmisartan-hydroCHLOROthiazide (MICARDIS HCT) 80-12.5 MG tablet ++POM++,| 283317 |,tablet,974166,aceis_arbs
atorvastatin (LIPITOR) tablet 80 mg,| 259255 |,mg,1545958,aceis_arbs
ramipril (ALTACE) capsule 3.75 mg,| 845488 |,mg,1334456,aceis_arbs
bisoprolol (ZEBETA) tablet 5 mg,| 854905 |,mg,1338005,aceis_arbs
olmesartan (BENICAR) tablet 20 mg,| 349405 |,mg,40226742,aceis_arbs
irbesartan (AVAPRO) tablet 300 mg,| 200095 |,mg,1347384,aceis_arbs
amLODIPine-Olmesartan 5-20 MG TABS 5-20 mg,| 730869 |,mg,40226742,aceis_arbs
atorvastatin (LIPITOR) tablet 40 mg,| 617312 |,mg,1545958,aceis_arbs
captopril (CAPOTEN) oral liquid 75 mg,| 308963 |,mg,1340128,aceis_arbs
torsemide (DEMADEX) tablet 5 mg,| 198372 |,mg,942350,aceis_arbs
losartan (COZAAR) oral liquid 200 mg,| 979485 |,mg,1367500,aceis_arbs
sacubitril-valsartan (ENTRESTO) 12-13 MG per split tab 0.5 tablet,| 1656340 |,tablet,1308842,aceis_arbs
nebivolol (BYSTOLIC) tablet 40 mg,| 751612 |,mg,1314577,aceis_arbs
enalapril (VASOTEC) oral liquid 2 mg,| 858804 |,mg,1341927,aceis_arbs
bumetanide (BUMEX) tablet 4 mg,| 197418 |,mg,932745,aceis_arbs
bumetanide 20 mg in 0.9 % NaCl 500 mL infusion,| 282486 | 313002 |,ml/hr,932745,aceis_arbs
torsemide (DEMADEX) tablet 20 mg,| 198369 |,mg,942350,aceis_arbs
chlorothiazide (DIURIL) tablet 125 mg,| 197475 |,mg,992590,aceis_arbs
enalaprilat (VASOTEC) 1.25 MG/ML injection 2.5 mg,| 3829 |,mg,1342001,aceis_arbs
valsartan (DIOVAN) tablet 160 mg,| 349483 |,mg,1308842,aceis_arbs
irbesartan (AVAPRO) tablet 450 mg,| 200096 |,mg,1347384,aceis_arbs
bumetanide (BUMEX) tablet 2-4 mg,| 197418 |,mg,932745,aceis_arbs
bumetanide 25 mg in 0.9 % NaCl 500 mL infusion,| 282486 | 313002 |,ml/hr,932745,aceis_arbs
furosemide (LASIX) solution 80 mg,| 197730 |,mg,956874,aceis_arbs
*amLODIPine-benazepril (LOTREL) 10-40 MG per capsule 1 capsule - PATIENT SUPPLIED,| 898346 |,capsule,1335471,aceis_arbs
quinapril-hydrochlorothiazide (ACCURETIC) 20-12.5 MG per tablet 2 Tablet,| 310797 |,tablet,974166,aceis_arbs
furosemide (LASIX) injection 40.5 mg,| 727575 |,mg,956874,aceis_arbs
losartan (COZAAR) oral liquid 6.25 mg,| 979485 |,mg,1367500,aceis_arbs
spironolactone (ALDACTONE) tablet 250 mg,| 198222 | 313096 |,mg,970250,aceis_arbs
amLODIPine-benazepril (LOTREL) 10-20 MG per capsule 1 capsule,| 898342 |,capsule,1335471,aceis_arbs
furosemide (LASIX) tablet 80 mg,| 310429 |,mg,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 40 mg",| 314076 |,mg,1308216,aceis_arbs
furosemide (LASIX) injection 40.6 mg,| 727575 |,mg,956874,aceis_arbs
bumetanide (BUMEX) injection 1 mg,| 282486 |,mg,932745,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 15 mg",| 311353 | 314076 |,mg,1308216,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 10 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 314076 |,tablet,974166,aceis_arbs
aMILoride (MIDAMOR) tablet 5 mg,| 977880 |,mg,991382,aceis_arbs
furosemide (LASIX) injection 20-60 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) tablet 60 mg,| 310429 |,mg,956874,aceis_arbs
spironolactone (ALDACTONE) tablet 25 mg,| 313096 |,mg,970250,aceis_arbs
chlorothiazide (DIURIL) 109.2 mg in sterile water 3.9 mL iv,| 107129 | 484152 |,mg,992590,aceis_arbs
atorvastatin (LIPITOR) tablet 60 mg,| 617311 |,mg,1545958,aceis_arbs
torsemide (DEMADEX) tablet 20 mg,| 198371 |,mg,942350,aceis_arbs
valsartan (DIOVAN) tablet 240 mg,| 349199 |,mg,1308842,aceis_arbs
furosemide (LASIX) injection 37.6 mg,| 727575 |,mg,956874,aceis_arbs
rosuvastatin (CRESTOR) tablet 20 mg,| 859424 |,mg,1510813,aceis_arbs
torsemide (DEMADEX) tablet 10 mg,| 198372 |,mg,942350,aceis_arbs
nebivolol (BYSTOLIC) TABS 5 mg,| 387013 |,mg,1314577,aceis_arbs
torsemide (DEMADEX) tablet 80 mg,| 198371 |,mg,942350,aceis_arbs
valsartan (DIOVAN) tablet 100 mg,| 349199 | 349483 |,mg,1308842,aceis_arbs
furosemide (LASIX) tablet 40-80 mg,| 313988 |,mg,956874,aceis_arbs
losartan-hydroCHLOROthiazide (HYZAAR) 100-12.5 MG per tablet 1 tablet,| 979464 |,tablet,1367500,aceis_arbs
bumetanide (BUMEX) tablet 3 mg,| 197417 |,mg,932745,aceis_arbs
*amLODIPine-benazepril (LOTREL) 5-10 mg capsule - patient supplied,| 898353 |,capsule,1335471,aceis_arbs
bumetanide (BUMEX) tablet 4-6 mg,| 197418 |,mg,932745,aceis_arbs
nebivolol (BYSTOLIC) TABS 10 mg,| 387013 |,mg,1314577,aceis_arbs
chlorothiazide (DIURIL) suspension 120 mg,| 309198 |,mg,992590,aceis_arbs
enalapril (VASOTEC) oral liquid 20 mg,| 858804 |,mg,1341927,aceis_arbs
losartan (COZAAR) tablet 75 mg,| 979492 |,mg,1367500,aceis_arbs
furosemide (LASIX) injection 8 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) tablet 10-40 mg,| 310429 |,mg,956874,aceis_arbs
amLODIPine-valsartan (EXFORGE) 5-320 MG per tablet 1 tablet,| 722137 |,tablet,1308842,aceis_arbs
bumetanide (BUMEX) tablet 5 mg,| 197418 |,mg,932745,aceis_arbs
atorvastatin (LIPITOR) tablet 40 mg,| 259255 |,mg,1545958,aceis_arbs
*NF patient supplied med nebivolol (Bystolic) tabs,| 387013 |,mg,1314577,aceis_arbs
furosemide (LASIX) nebulizer solution 40 mg,| 312997 | 727575 |,mg,956874,aceis_arbs
hydroCHLOROthiazide (HYDRODIURIL) tablet 31.25 mg,| 310798 | 429503 |,mg,974166,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 314077 |,tablet,1308216,aceis_arbs
metOLazone (ZAROXOLYN) tablet 5 mg,| 197979 |,mg,907013,aceis_arbs
furosemide (LASIX) tablet 80 mg,| 313988 |,mg,956874,aceis_arbs
triamterene-hydrochlorothiazide (MAXZIDE-25) 37.5-25 MG per tablet 0.5 Tablet,| 310812 |,tablet,904542,aceis_arbs
"spironolactone (ALDACTONE) 12.5 mg, spironolactone (ALDACTONE) 25 mg",| 313096 |,mg,970250,aceis_arbs
losartan (COZAAR) tablet 125 mg,| 979480 | 979485 |,mg,1367500,aceis_arbs
furosemide (LASIX) 10 MG/ML solution 40 mg,| 197730 |,mg,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydroCHLOROthiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 314077 |,capsule,974166,aceis_arbs
"furosemide (LASIX) 50 mg, chlorothiazide (DIURIL) 500 mg in 0.9 % NaCl 50 mL infusion",| 313002 | 484152 | 727575 |,mg/kg/hr,992590,aceis_arbs
chlorothiazide (DIURIL) 92.4 mg in sterile water 3.3 mL iv,| 107129 | 484152 |,mg,992590,aceis_arbs
furosemide (LASIX) solution 30 mg,| 197730 |,mg,956874,aceis_arbs
bumetanide (BUMEX) injection 0.25 mg,| 282486 |,mg,932745,aceis_arbs
bumetanide (BUMEX) tablet 3.5 mg,| 197417 | 197418 |,mg,932745,aceis_arbs
losartan (COZAAR) tablet 12.5-25 mg,| 979485 |,mg,1367500,aceis_arbs
Olmesartan-amLODIPine-HCTZ 40-5-12.5 MG TABS 1 Tablet,| 999996 |,tablet,974166,aceis_arbs
chlorothiazide (DIURIL) suspension 6.5 mg,| 309198 |,mg,992590,aceis_arbs
nebivolol (BYSTOLIC) tablet 5 mg,| 751612 |,mg,1314577,aceis_arbs
chlorothiazide (DIURIL) 500 mg in sterile water 17.86 mL IV,| 107129 | 484152 |,mg,992590,aceis_arbs
enalapril (VASOTEC) oral liquid 1.25 mg,| 858804 |,mg,1341927,aceis_arbs
lisinopril (ZESTRIL) tablet 10 mg,| 311353 |,mg,1308216,aceis_arbs
bisoprolol-hydroCHLOROthiazide (ZIAC) 5-6.25 MG per tablet 1 tablet,| 854919 |,tablet,1338005,aceis_arbs
bisoprolol-hydroCHLOROthiazide (ZIAC) 5-6.25 MG per tablet 1 tablet,| 854919 |,tablet,974166,aceis_arbs
indapamide (LOZOL) tablet 2.5 mg,| 197816 |,mg,978555,aceis_arbs
valsartan-hydroCHLOROthiazide (DIOVAN-HCT) 160-12.5 MG per tablet 0.5 tablet,| 200285 |,tablet,1308842,aceis_arbs
atorvastatin (LIPITOR) tablet 5 mg,| 617312 |,mg,1545958,aceis_arbs
INV furosemide (RenalGuard) injection 19.1 mg,| 727575 |,mg,956874,aceis_arbs
indapamide (LOZOL) tablet 1.25 mg,| 197815 |,mg,978555,aceis_arbs
furosemide (LASIX) injection 10 mg,| 727575 |,mg,956874,aceis_arbs
olmesartan-hydroCHLOROthiazide (BENICAR HCT) 20-12.5 MG per tablet 1 tablet,| 403853 |,tablet,974166,aceis_arbs
chlorothiazide (DIURIL) 25 mg in sterile water 0.89 mL IV,| 107129 | 484152 |,mg,992590,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg combination",| 310798 | 314077 |,tablet,974166,aceis_arbs
furosemide (LASIX) 20 MG/ML injection 40 mg,| 727575 |,mg,956874,aceis_arbs
enalaprilat (VASOTEC) injection 2 mg,| 3829 |,mg,1342001,aceis_arbs
bumetanide (BUMEX) 25 mg in 100 mL infusion,| 282486 |,ml/hr,932745,aceis_arbs
enalapril (VASOTEC) tablet 3.75 mg,| 858804 |,mg,1341927,aceis_arbs
atorvastatin (LIPITOR) tablet 40 mg,| 617311 |,mg,1545958,aceis_arbs
enalaprilat (VASOTEC) injection 0.3125 mg,| 3829 |,mg,1342001,aceis_arbs
triamterene-hydrochlorothiazide (DYAZIDE) 37.5-25 MG each 1 Each,| 198316 |,each,904542,aceis_arbs
chlorothiazide (DIURIL) suspension 390 mg,| 309198 |,mg,992590,aceis_arbs
nebivolol (BYSTOLIC) TABS 15 mg,| 387013 |,mg,1314577,aceis_arbs
torsemide (DEMADEX) tablet 120 mg,| 198371 |,mg,942350,aceis_arbs
furosemide (LASIX) tablet 240 mg,| 313988 |,mg,956874,aceis_arbs
nebivolol (BYSTOLIC) tablet 40 mg,| 827073 |,mg,1314577,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) tablet 50 mg,| 197770 |,mg,974166,aceis_arbs
ramipril (ALTACE) capsule 10 mg,| 261962 |,mg,1334456,aceis_arbs
captopril (CAPOTEN) tablet 6.25 mg,| 308963 |,mg,1340128,aceis_arbs
spironolactone (ALDACTONE) oral liquid 200 mg,| 198222 |,mg,970250,aceis_arbs
losartan-hydroCHLOROthiazide (HYZAAR) 100-12.5 MG per tablet 1 tablet,| 979464 |,tablet,974166,aceis_arbs
metOLazone (ZAROXOLYN) tablet 10 mg,| 311671 |,mg,907013,aceis_arbs
furosemide (LASIX) 40 MG/4 ML injection 60 mg,| 727575 |,mg,956874,aceis_arbs
candesartan-hydroCHLOROthiazide (ATACAND HCT) 32-12.5 MG per tablet 1 tablet,| 578330 |,tablet,974166,aceis_arbs
spironolactone (ALDACTONE) 10 MG/ML oral liquid 75 mg,| 198222 |,mg,970250,aceis_arbs
benazepril-hydrochlorthiazide (LOTENSIN HCT) 20-12.5 MG per tablet 2 Tablet,| 898367 |,tablet,974166,aceis_arbs
"losartan (COZAAR) 100 mg, hydroCHLOROthiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 979492 |,tablet,974166,aceis_arbs
bumetanide (BUMEX) 4 mg in 0.9 % NaCl 50 mL IVPB,| 282486 | 313002 |,ml/hr,932745,aceis_arbs
furosemide (LASIX) 140 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,aceis_arbs
atorvastatin (LIPITOR) tablet 20 mg,| 617311 |,mg,1545958,aceis_arbs
furosemide (LASIX) 100 mg,| 310429 | 313988 |,mg,956874,aceis_arbs
furosemide (LASIX) tablet 140 mg,| 197732 | 310429 | 313988 |,mg,956874,aceis_arbs
furosemide (LASIX) 80 mg in 0.9 % NaCl 50 mL ivpb,| 313002 | 727575 |,mg,956874,aceis_arbs
rosuvastatin (CRESTOR) tablet 20 mg,| 859419 |,mg,1510813,aceis_arbs
bumetanide (BUMEX) injection 0.505 mg,| 282486 |,mg,932745,aceis_arbs
furosemide (LASIX) tablet 20-40 mg,| 310429 |,mg,956874,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) tablet 6.25 mg,| 429503 |,mg,974166,aceis_arbs
furosemide (LASIX) solution 60 mg,| 197730 |,mg,956874,aceis_arbs
amLODIPine-valsartan (EXFORGE) 10-160 MG per tablet 1 tablet,| 722126 |,tablet,1308842,aceis_arbs
furosemide (LASIX) 40 MG tablet,| 313988 |,mg,956874,aceis_arbs
furosemide (LASIX) injection 2.5 mg,| 727575 |,mg,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 25 mg",| 311354 | 314076 |,mg,1308216,aceis_arbs
spironolactone (CAROSPIR) oral suspension 25 mg,| 104232 |,mg,970250,aceis_arbs
furosemide (LASIX) injection 20-80 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) tablet 100 mg,| 310429 | 313988 |,mg,956874,aceis_arbs
benazepril (LOTENSIN) tablet 40mg (Pt Own Med),| 898719 |,mg,1335471,aceis_arbs
chlorothiazide (DIURIL) 80 mg in sterile water 2.86 mL IV,| 107129 | 484152 |,mg,992590,aceis_arbs
"losartan (COZAAR) 100 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 979492 |,each,974166,aceis_arbs
"hydroCHLOROthiazide (HYDRODIURIL) 18.75 mg, hydroCHLOROthiazide (HYDRODIURIL) 25 mg",| 310798 | 429503 |,mg,974166,aceis_arbs
enalapril (VASOTEC) tablet 50 mg,| 858817 |,mg,1341927,aceis_arbs
sacubitril-valsartan (ENTRESTO) 24-26 MG tablet 0.5 tablet,| 1656340 |,tablet,1308842,aceis_arbs
spironolactone (ALDACTONE) sugar-free oral liquid 25 mg,| 198222 |,mg,970250,aceis_arbs
atorvastatin (LIPITOR) tablet,| 617312 |,mg,1545958,aceis_arbs
rosuvastatin (CRESTOR) tablet 20 mg,| 859751 |,mg,1510813,aceis_arbs
lisinopril (ZESTRIL) tablet 40 mg,| 197884 |,mg,1308216,aceis_arbs
bumetanide (BUMEX) tablet 1 mg,| 197418 |,mg,932745,aceis_arbs
furosemide (LASIX) 20 MG/2 ML injection 10 mg,| 727575 |,mg,956874,aceis_arbs
losartan (COZAAR) tablet 100 mg,| 979492 |,mg,1367500,aceis_arbs
benazepril-hydrochlorthiazide (LOTENSIN HCT) 20-12.5 MG per tablet 1 Tablet,| 898367 |,tablet,1335471,aceis_arbs
benazepril-hydrochlorthiazide (LOTENSIN HCT) 20-12.5 MG per tablet 1 Tablet,| 898367 |,tablet,974166,aceis_arbs
furosemide (LASIX) 180 mg in 0.9 % NaCl 50 mL ivpb,| 313002 | 727575 |,mg,956874,aceis_arbs
bumetanide (BUMEX) injection 0.7 mg,| 282486 |,mg,932745,aceis_arbs
indapamide (LOZOL) tablet 0.625 mg,| 197815 |,mg,978555,aceis_arbs
"amLODIPine (NORVASC) 5 mg, atorvastatin (LIPITOR) 40 mg (COMBO medication)",| 197361 | 617311 |,mg,1545958,aceis_arbs
valsartan (DIOVAN) tablet 80 mg,| 349201 |,mg,1308842,aceis_arbs
Azilsartan-Chlorthalidone (Edarbyclor) 40-12.5 MG TABS 1 tablet ++PATIENT SUPPLIED++,| 1235144 |,tablet,1395058,aceis_arbs
Aliskiren-Valsartan 150-160 MG TABS 150 mg,| 1011718 |,mg,1308842,aceis_arbs
**Patient own medication nebivolol (BYSTOLIC) tablet 10 mg**,| 751612 |,mg,1314577,aceis_arbs
furosemide (LASIX) 10 MG/ML oral liquid 10 mg,| 197730 |,mg,956874,aceis_arbs
chlorothiazide (DIURIL) 150 mg in sterile water 5.36 mL IV,| 107129 | 484152 |,mg,992590,aceis_arbs
chlorothiazide (DIURIL) 148.4 mg in sterile water 5.3 mL iv,| 107129 | 484152 |,mg,992590,aceis_arbs
furosemide (LASIX) 100 mg in D5W 100 mL infusion,| 727575 | 1795621 |,mg/hr,956874,aceis_arbs
bumetanide (BUMEX) injection 0.5-4 mg,| 282486 |,mg,932745,aceis_arbs
aMILoride (MIDAMOR) oral suspension 10 mg,| 977880 |,mg,991382,aceis_arbs
enalapril (VASOTEC) tablet 15 mg,| 858817 |,mg,1341927,aceis_arbs
spironolactone (ALDACTONE) tablet 100 mg,| 198222 |,mg,970250,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 15 mg",| 311354 |,mg,1308216,aceis_arbs
furosemide (LASIX) 240 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,aceis_arbs
*olmesartan-hydroCHLOROthiazide (BENICAR HCT) 20-12.5 MG per tablet -PATIENT SUPPLIED,| 403853 |,tablet,40226742,aceis_arbs
enalapril (VASOTEC) tablet 1.25 mg,| 858804 |,mg,1341927,aceis_arbs
enalapril (VASOTEC) tablet 2.5 mg,| 858804 |,mg,1341927,aceis_arbs
furosemide (LASIX) injection 4 mg,| 727575 |,mg,956874,aceis_arbs
Inv enalapril or placebo 5 mg tablet,| 858804 |,mg,1341927,aceis_arbs
captopril (CAPOTEN) tablet 125 mg,| 308964 | 317173 |,mg,1340128,aceis_arbs
ramipril (ALTACE) capsule 1.25 mg,| 845488 |,mg,1334456,aceis_arbs
enalapril (VASOTEC) tablet 20 mg,| 858813 |,mg,1341927,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 20 mg",| 314076 |,mg,1308216,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) oral liquid 50 mg,| 197770 |,mg,974166,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) tablet 37.5 mg,| 310798 |,mg,974166,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 2.5 mg",| 311353 |,mg,1308216,aceis_arbs
bumetanide (BUMEX) 12.5 mg in 50 mL infusion,| 282486 |,mg/hr,932745,aceis_arbs
bumetanide (BUMEX) injection 6 mg,| 282486 |,mg,932745,aceis_arbs
furosemide (LASIX) tablet 40 mg,| 313988 |,mg,956874,aceis_arbs
losartan (COZAAR) tablet 150 mg,| 979480 | 979492 |,mg,1367500,aceis_arbs
amLODIPine-benazepril (LOTREL) 5-20 MG per capsule 1 capsule,| 898356 |,capsule,1335471,aceis_arbs
atorvastatin (LIPITOR) oral liquid 40 mg,| 617312 |,mg,1545958,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 10 mg",| 314076 |,mg,1308216,aceis_arbs
captopril (CAPOTEN) tablet 25 mg,| 317173 |,mg,1340128,aceis_arbs
benazepril (LOTENSIN) tablet 40 mg +PATIENT'S OWN SUPPLY+,| 898719 |,mg,1335471,aceis_arbs
triamterene-hydrochlorothiazide (DYAZIDE) 37.5-25 MG 1 capsule,| 198316 |,capsule,904542,aceis_arbs
furosemide (LASIX) tablet 60 mg,| 313988 |,mg,956874,aceis_arbs
bumetanide (BUMEX) tablet 0.5 mg,| 197417 |,mg,932745,aceis_arbs
"amlodipine (NORVASC) 5 mg, lisinopril (PRINIVIL,ZESTRIL) 10 mg (COMBO medication)",| 197361 | 314076 |,tablet,1308216,aceis_arbs
olmesartan-hydroCHLOROthiazide (BENICAR HCT) 20-12.5 MG per tablet 1 tablet,| 403853 |,tablet,40226742,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 12.5 mg",| 311354 |,mg,1308216,aceis_arbs
bumetanide (BUMEX) tablet 3 mg,| 197418 |,mg,932745,aceis_arbs
bumetanide (BUMEX) tablet 1 mg,| 197417 |,mg,932745,aceis_arbs
furosemide (LASIX) 100 mcg in 0.9 % NaCl 10 mL IV solution,| 313002 | 727575 |,mg,956874,aceis_arbs
"furosemide (LASIX) 1,000 mg in 0.9 % NaCl 250 mL infusion",| 313002 | 727575 |,mg/hr,956874,aceis_arbs
furosemide (LASIX) injection 49 mg,| 727575 |,mg,956874,aceis_arbs
enalapril (VASOTEC) tablet 2.5 mg,| 858813 |,mg,1341927,aceis_arbs
Inv valsartan or placebo 40 mg tablet,| 349483 |,mg,1308842,aceis_arbs
enalapril (VASOTEC) tablet 5 mg,| 858813 |,mg,1341927,aceis_arbs
lisinopril (ZESTRIL) tablet 5 mg,| 311353 |,mg,1308216,aceis_arbs
nebivolol (BYSTOLIC) tablet 20 mg,| 827073 |,mg,1314577,aceis_arbs
furosemide (LASIX) 8 MG/ML oral liquid 40 mg,| 197731 |,mg,956874,aceis_arbs
losartan-hydroCHLOROthiazide (HYZAAR) 50-12.5 MG per tablet 1 tablet,| 979468 |,tablet,1367500,aceis_arbs
quinapril (ACCUPRIL) tablet 20 mg,| 312748 |,mg,1331235,aceis_arbs
captopril (CAPOTEN) tablet 75 mg,| 308964 | 317173 |,mg,1340128,aceis_arbs
"losartan (COZAAR) 100 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 979480 |,each,974166,aceis_arbs
furosemide (LASIX) injection 80 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) tablet 30 mg,| 310429 |,mg,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) 20 mg, hydrochlorothiazide (MICROZIDE) 12.5 mg combination",| 199903 | 314077 |,tablet,974166,aceis_arbs
metolazone (ZAROXOLYN) tablet 20 mg,| 197978 |,mg,907013,aceis_arbs
bisoprolol-hydroCHLOROthiazide (ZIAC) 2.5-6.25 MG per tablet 1 tablet **patient's own medication**,| 854916 |,tablet,1338005,aceis_arbs
furosemide (LASIX) 120 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 727575 |,ml/hr,956874,aceis_arbs
enalapril (VASOTEC) tablet 10 mg,| 858804 |,mg,1341927,aceis_arbs
furosemide (LASIX) tablet 20 mg,| 313988 |,mg,956874,aceis_arbs
enalapril (VASOTEC) tablet 5 mg,| 858804 |,mg,1341927,aceis_arbs
*indapamide (LOZOL) tablet 1.25 mg - PATIENT SUPPLIED,| 197815 |,mg,978555,aceis_arbs
olmesartan-hydroCHLOROthiazide (BENICAR HCT) 40-25 MG per tablet 1 tablet,| 403855 |,tablet,974166,aceis_arbs
furosemide (LASIX) 100 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,ml/hr,956874,aceis_arbs
furosemide (LASIX) 160 mg in 0.9 % NaCl 100 mL IVPB,| 313002 | 727575 |,ml/hr,956874,aceis_arbs
spironolactone (ALDACTONE) oral liquid 100 mg,| 198222 |,mg,970250,aceis_arbs
furosemide (LASIX) solution 15 mg,| 197730 |,mg,956874,aceis_arbs
triamterene-hydrochlorothiazide (DYAZIDE) 37.5-25 MG 1 capsule,| 198316 |,capsule,974166,aceis_arbs
"losartan (COZAAR) 100 mg, hydroCHLOROthiazide (MICROZIDE) 12.5 mg (COMBO medication)",| 199903 | 979492 |,tablet,1367500,aceis_arbs
furosemide (LASIX) injection 40.1 mg,| 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) 250 mg in D5W 250 mL infusion,| 727575 | 1795621 |,mg/hr,956874,aceis_arbs
"lisinopril (PRINIVIL,ZESTRIL) tablet 12.5 mg",| 311354 | 314076 |,mg,1308216,aceis_arbs
furosemide (LASIX) 20 MG/2 ML injection 60 mg,| 727575 |,mg,956874,aceis_arbs
INV furosemide (RenalGuard) injection 30.1 mg,| 727575 |,mg,956874,aceis_arbs
nebivolol (BYSTOLIC) TABS 2.5 mg-PATIENT SUPPLIED**,| 751618 |,mg,1314577,aceis_arbs
furosemide (LASIX) 100 mg in 0.9 % NaCl 25 mL infusion,| 313002 | 727575 |,mg/kg/hr,956874,aceis_arbs
enalaprilat (VASOTEC) injection 0.625 mg,| 3829 |,mg,1342001,aceis_arbs
bumetanide (BUMEX) tablet 2 mg,| 197417 |,mg,932745,aceis_arbs
captopril (CAPOTEN) tablet 100 mg,| 317173 |,mg,1340128,aceis_arbs
furosemide (LASIX) 120 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,aceis_arbs
furosemide (LASIX) 40 MG/4 ML injection 30 mg,| 727575 |,mg,956874,aceis_arbs
benazepril-hydrochlorthiazide (LOTENSIN HCT) 20-12.5 MG per tablet 2 Tablet,| 898367 |,tablet,1335471,aceis_arbs
chlorothiazide (DIURIL) 105.56 mg in sterile water 3.77 mL IV,| 107129 | 484152 |,mg,992590,aceis_arbs
atorvastatin (LIPITOR) oral liquid 15 mg,| 617312 |,mg,1545958,aceis_arbs
captopril-hydrochlorothiazide (CAPOZIDE) 25-15 MG per tablet 1 Tablet,| 197436 |,tablet,1340128,aceis_arbs
Olmesartan-amLODIPine-HCTZ 40-10-25 MG TABS 1 Tablet,| 999991 |,tablet,40226742,aceis_arbs
enalaprilat (VASOTEC) 1.25 MG/ML injection 1.2 mg,| 3829 |,mg,1342001,aceis_arbs
ramipril (ALTACE) capsule 15 mg,| 198188 | 261962 |,mg,1334456,aceis_arbs
enalaprilat (VASOTEC) 1.25 MG/ML injection 1.25 mg,| 3829 |,mg,1342001,aceis_arbs
bumetanide (BUMEX) injection 0.5075 mg,| 282486 |,mg,932745,aceis_arbs
losartan (COZAAR) tablet 100 mg,| 979480 |,mg,1367500,aceis_arbs
"valsartan (DIOVAN) 160 mg, hydrochlorothiazide (HYDRODIURIL) 25 mg (COMBO medication)",| 310798 | 349201 |,mg,1308842,aceis_arbs
enalapril (VASOTEC) tablet 7.5 mg,| 858804 | 858813 |,mg,1341927,aceis_arbs
bumetanide (BUMEX) injection 0.25-1 mg,| 282486 |,mg,932745,aceis_arbs
enalaprilat (VASOTEC) injection 0.15 mg,| 3829 |,mg,1342001,aceis_arbs
hydrochlorothiazide (HYDRODIURIL) tablet 37.5 mg,| 310798 | 429503 |,mg,974166,aceis_arbs
furosemide (LASIX) tablet 50 mg,| 310429 | 313988 |,mg,956874,aceis_arbs
furosemide (LASIX) 100 mg in 0.9 % NaCl 50 mL IVPB,| 313002 | 727575 |,mg,956874,aceis_arbs
